SOURCE_NUMBER,NAME,RA,DEC,Uncert (arcmin),REDSHIFT,REDSHIFT_FLAG,FLUX_1P4_GHZ,RMAG,XRAY_FLUX,OBJECT_TYPE,LII,BII,FLUX_143_GHZ,GR_PHOTON_FLUX,RO_SPECTRAL_INDEX
1811,[MML2015] 5BZQ J1159-2142,179.83925,-21.712469,0.016666667,0.617,,321,19.1,,QSO RLOUD FLAT RADIO SP.,287.178512,39.560811,0,1.60E-09,0.702
218,[MML2015] 5BZQ J0118-2141,19.738542,-21.691689,0.016666667,1.165,,447,17.6,1.40E-13,QSO RLOUD FLAT RADIO SP.,173.446894,-81.709035,756,4.30E-09,0.655
524,[MML2015] 5BZQ J0325-2140,51.253292,-21.678189,0.016666667,2.828,,99,18.4,1.40E-13,QSO RLOUD FLAT RADIO SP.,212.599324,-54.749868,0,,0.573
2407,[MML2015] 5BZQ J1449-2139,222.4165,-21.656858,0.016666667,0.938,,166,19.6,,QSO RLOUD FLAT RADIO SP.,336.264287,33.452269,0,,0.687
451,[MML2015] 5BZQ J0256-2137,44.0535,-21.624747,0.016666667,1.47,,367,17.4,,QSO RLOUD FLAT RADIO SP.,208.819293,-61.136346,0,,0.608
1294,[MML2015] 5BZU J0923-2135,140.912,-21.596419,0.016666667,0.053,,268,13.5,4.80E-12,BLAZAR UNCERTAIN TYPE,251.742738,20.012887,0,,0.254
625,[MML2015] 5BZQ J0419-2132,64.75175,-21.54325,0.016666667,1.646,,156,18.2,,QSO RLOUD FLAT RADIO SP.,218.011725,-42.712322,0,,0.609
2292,[MML2015] 5BZQ J1416-2131,214.17625,-21.531939,0.016666667,2.3,,406,18,,QSO RLOUD FLAT RADIO SP.,328.034867,37.148584,0,,0.645
1276,[MML2015] 5BZQ J0917-2131,139.362542,-21.52625,0.016666667,0.847,,651,17.6,2.70E-13,QSO RLOUD FLAT RADIO SP.,250.677817,18.976657,0,,0.645
439,[MML2015] 5BZB J0250-2129,42.578958,-21.494528,0.016666667,0.498,,4,19,2.46E-12,BL LAC,207.68487,-62.405138,0,,0.332
1371,[MML2015] 5BZQ J0951-2123,147.931458,-21.399439,0.016666667,0.547,,247,18.9,2.40E-13,QSO RLOUD FLAT RADIO SP.,256.49293,24.853087,0,,0.666
3259,[MML2015] 5BZQ J2206-2119,331.672417,-21.327919,0.016666667,0.577,,139,18.6,8.30E-13,QSO RLOUD FLAT RADIO SP.,32.554771,-52.161812,0,,0.654
557,[MML2015] 5BZB J0340-2119,55.148375,-21.325328,0.016666667,0.233,,1075,16.5,4.70E-13,BL LAC,213.794087,-51.180491,382,5.00E-10,0.603
146,[MML2015] 5BZB J0056-2117,14.134458,-21.285528,0.016666667,,,90,16.7,4.60E-13,BL LAC,134.455277,-84.042837,0,5.00E-10,0.436
2477,[MML2015] 5BZQ J1513-2114,228.487375,-21.249308,0.016666667,1.179,,261,19.8,,QSO RLOUD FLAT RADIO SP.,342.034759,30.594231,0,,0.768
880,[MML2015] 5BZQ J0636-2113,99.002458,-21.220058,0.016666667,1.883,,201,19.5,,QSO RLOUD FLAT RADIO SP.,230.44784,-12.759043,0,,0.653
2965,[MML2015] 5BZB J1901-2112,285.2685,-21.200328,0.016666667,,,92,17.6,,BL LAC CANDIDATE,14.85878,-11.523768,0,,0.461
217,[MML2015] 5BZQ J0117-2111,19.45325,-21.185189,0.016666667,1.49,,255,17.2,,QSO RLOUD FLAT RADIO SP.,169.679759,-81.546736,0,,0.566
692,[MML2015] 5BZQ J0448-2109,72.072417,-21.162419,0.016666667,1.971,,263,19.1,1.90E-13,QSO RLOUD FLAT RADIO SP.,220.303253,-36.116874,0,4.00E-10,0.715
2990,[MML2015] 5BZQ J1923-2104,290.884083,-21.075919,0.016666667,0.874,,3167,16.6,7.70E-13,QSO RLOUD FLAT RADIO SP.,17.178382,-16.254452,2065,8.30E-09,0.704
2930,[MML2015] 5BZQ J1833-2103,278.416375,-21.061028,0.016666667,2.507,,10896,21,6.90E-13,QSO RLOUD FLAT RADIO SP.,12.165856,-5.711673,1537,1.19E-08,1.095
1268,[MML2015] 5BZB J0913-2103,138.250708,-21.055808,0.016666667,0.198,,328,15.2,1.24E-11,BL LAC,249.589953,18.493804,0,8.00E-10,0.343
571,[MML2015] 5BZQ J0349-2102,57.490958,-21.046578,0.016666667,2.944,,305,19.7,4.00E-13,QSO RLOUD FLAT RADIO SP.,214.397006,-49.012757,0,2.20E-09,0.763
2972,[MML2015] 5BZQ J1911-2102,287.974708,-21.0455,0.016666667,1.42,,620,17.9,2.70E-13,QSO RLOUD FLAT RADIO SP.,16.075256,-13.75705,0,,0.641
621,[MML2015] 5BZU J0416-2056,64.018167,-20.940969,0.016666667,0.807,,2779,18.9,4.60E-13,BLAZAR UNCERTAIN TYPE,216.942197,-43.178508,0,,0.805
3318,[MML2015] 5BZQ J2234-2055,338.739292,-20.917558,0.016666667,1.443,,294,18.8,,QSO RLOUD FLAT RADIO SP.,36.738942,-58.323582,0,,0.705
3189,[MML2015] 5BZB J2138-2053,324.719875,-20.896247,0.016666667,0.29,,10,17.4,6.16E-12,BL LAC,30.202914,-45.846929,0,3.00E-10,0.275
2183,[MML2015] 5BZQ J1342-2051,205.519708,-20.858189,0.016666667,1.582,,399,18.3,4.70E-13,QSO RLOUD FLAT RADIO SP.,318.550243,40.47274,558,5.00E-10,0.665
1310,[MML2015] 5BZQ J0927-2034,141.965917,-20.580889,0.016666667,0.348,,842,16,2.36E-12,QSO RLOUD FLAT RADIO SP.,251.637756,21.423049,1052,6.00E-10,0.551
804,[MML2015] 5BZB J0553-2034,88.387917,-20.571858,0.016666667,,,233,18.2,6.80E-13,BL LAC,225.736963,-21.620029,0,,0.567
1845,[MML2015] 5BZB J1209-2032,182.310833,-20.544169,0.016666667,0.404,,354,18.8,,BL LAC,289.752913,41.245295,0,,0.755
474,[MML2015] 5BZQ J0304-2024,46.111958,-20.401889,0.016666667,1.821,,67,20.5,,QSO RLOUD FLAT RADIO SP.,207.690131,-58.929577,0,,0.726
1243,[MML2015] 5BZQ J0906-2019,136.71375,-20.331858,0.016666667,0.774,,606,17.5,5.80E-13,QSO RLOUD FLAT RADIO SP.,248.038603,17.84673,0,,0.629
1145,[MML2015] 5BZQ J0836-2016,129.163333,-20.283219,0.016666667,2.752,,1971,18.5,4.70E-13,QSO RLOUD FLAT RADIO SP.,243.570641,12.231055,0,,0.818
1322,[MML2015] 5BZQ J0932-2016,143.081625,-20.277,0.016666667,1.236,,271,18.8,,QSO RLOUD FLAT RADIO SP.,252.155793,22.400037,0,,0.685
663,[MML2015] 5BZB J0434-2015,68.532958,-20.254778,0.016666667,,,166,19.6,3.40E-13,BL LAC,217.865384,-38.954031,0,7.00E-10,0.77
3237,[MML2015] 5BZQ J2156-2012,329.140667,-20.208578,0.016666667,1.309,,167,17.1,,QSO RLOUD FLAT RADIO SP.,33.093968,-49.565529,0,,0.524
673,[MML2015] 5BZQ J0438-2012,69.710375,-20.207328,0.016666667,2.146,,494,22.8,,QSO RLOUD FLAT RADIO SP.,218.270643,-37.894793,0,,1.1
3389,[MML2015] 5BZB J2256-2011,344.171708,-20.194578,0.016666667,,,345,18.2,6.60E-13,BL LAC,41.538483,-62.892756,410,8.00E-10,0.68
1521,[MML2015] 5BZQ J1035-2011,158.758958,-20.192889,0.016666667,2.198,,915,18.4,4.20E-13,QSO RLOUD FLAT RADIO SP.,264.434963,32.294109,558,,0.76
258,[MML2015] 5BZQ J0135-2008,23.90625,-20.146078,0.016666667,1.141,,559,18.1,,QSO RLOUD FLAT RADIO SP.,180.652697,-77.715307,0,,0.715
2971,[MML2015] 5BZQ J1911-2006,287.790208,-20.115308,0.016666667,1.119,,2714,18.9,1.77E-12,QSO RLOUD FLAT RADIO SP.,16.874415,-13.217439,2069,5.70E-09,0.847
819,[MML2015] 5BZQ J0601-2004,90.470125,-20.079219,0.016666667,1.216,,63,19.8,,QSO RLOUD FLAT RADIO SP.,226.043175,-19.626798,0,7.00E-10,0.663
2007,[MML2015] 5BZQ J1254-2000,193.655208,-20.015689,0.016666667,0.959,,136,18.6,,QSO RLOUD FLAT RADIO SP.,303.951751,42.849757,0,,0.613
868,[MML2015] 5BZB J0629-1959,97.349,-19.988808,0.016666667,,,677,20.1,1.70E-13,BL LAC,228.640285,-13.661614,487,2.50E-09,0.808
1953,[MML2015] 5BZU J1238-1959,189.601542,-19.987139,0.016666667,,,95,17.8,3.60E-13,BLAZAR UNCERTAIN TYPE,298.759088,42.778999,0,5.00E-10,0.525
3026,[MML2015] 5BZQ J1949-1957,297.472542,-19.953689,0.016666667,2.652,,1416,17.9,2.60E-13,QSO RLOUD FLAT RADIO SP.,20.796368,-21.510097,0,,0.738
1452,[MML2015] 5BZQ J1015-1952,153.967708,-19.874058,0.016666667,1.081,,135,17.9,,QSO RLOUD FLAT RADIO SP.,260.073091,29.764604,0,,0.558
912,[MML2015] 5BZB J0702-1951,105.678708,-19.856108,0.016666667,,,527,18,,BL LAC,231.927659,-6.52908,340,1.00E-09,0.489
1212,[MML2015] 5BZQ J0858-1950,134.522292,-19.843578,0.016666667,0.659,,1226,18.9,4.80E-13,QSO RLOUD FLAT RADIO SP.,246.299234,16.537768,471,8.00E-10,0.77
319,[MML2015] 5BZQ J0202-1948,30.557708,-19.805419,0.016666667,0.493,,274,18.3,,QSO RLOUD FLAT RADIO SP.,192.393948,-72.215672,0,,0.646
3246,[MML2015] 5BZQ J2200-1945,330.032333,-19.763169,0.016666667,1.198,,106,19.1,,QSO RLOUD FLAT RADIO SP.,34.166731,-50.215877,0,,0.649
1774,[MML2015] 5BZQ J1150-1930,177.631375,-19.51375,0.016666667,2.489,,384,19.5,,QSO RLOUD FLAT RADIO SP.,283.758091,41.079088,0,,0.777
858,[MML2015] 5BZQ J0622-1927,95.618917,-19.455058,0.016666667,2.19,,133,18,,QSO RLOUD FLAT RADIO SP.,227.450886,-14.93001,0,,0.522
89,[MML2015] 5BZB J0033-1921,8.393167,-19.359139,0.016666667,,,19,16.3,8.43E-12,BL LAC,94.174152,-81.215988,0,3.10E-09,0.221
2981,[MML2015] 5BZB J1917-1921,289.43675,-19.358778,0.016666667,0.137,,482,15.7,2.86E-12,BL LAC,18.240198,-14.319506,0,3.20E-09,0.441
1560,[MML2015] 5BZQ J1048-1909,162.027542,-19.159919,0.016666667,0.595,,1156,18,6.90E-13,QSO RLOUD FLAT RADIO SP.,266.751341,34.905236,501,,0.737
803,[MML2015] 5BZQ J0551-1909,87.98025,-19.155828,0.016666667,0.73,,81,19.9,2.70E-13,QSO RLOUD FLAT RADIO SP.,224.172005,-21.438677,0,,0.704
2027,[MML2015] 5BZB J1258+0134,194.727458,1.578169,0.016666667,,,16,19.9,2.20E-13,BL LAC,307.25476,64.387185,0,,0.609
2241,[MML2015] 5BZQ J1400-1858,210.016083,-18.96975,0.016666667,0.114,,105,18.8,,QSO RLOUD FLAT RADIO SP.,324.622566,40.993632,0,,0.694
1701,[MML2015] 5BZQ J1127-1857,171.76825,-18.954828,0.016666667,1.048,,536,19.2,5.34E-12,QSO RLOUD FLAT RADIO SP.,276.725079,39.585282,722,3.40E-09,0.825
41,[MML2015] 5BZG J0013-1854,3.483458,-18.901808,0.016666667,0.095,,29,13.4,6.49E-12,BL LAC-GALAXY DOMINATED,74.631796,-78.08684,0,,0.023
66,[MML2015] 5BZB J0022-1853,5.538625,-18.893,0.016666667,,,23,18.6,6.90E-13,BL LAC,82.142106,-79.365401,0,9.00E-10,0.446
1504,[MML2015] 5BZQ J1029-1852,157.387917,-18.880639,0.016666667,1.784,,376,18.7,,QSO RLOUD FLAT RADIO SP.,262.276813,32.564972,0,,0.709
623,[MML2015] 5BZQ J0416-1851,64.152208,-18.852308,0.016666667,1.536,,1248,17.3,2.60E-13,QSO RLOUD FLAT RADIO SP.,214.30745,-42.379062,442,1.20E-09,0.697
836,[MML2015] 5BZB J0610-1847,92.5745,-18.794469,0.016666667,,,128,17.3,3.80E-13,BL LAC,225.616892,-17.297664,0,6.00E-10,0.522
1387,[MML2015] 5BZQ J0955-1845,148.811167,-18.758858,0.016666667,2.914,,128,17.2,,QSO RLOUD FLAT RADIO SP.,255.112748,27.326771,0,,0.491
669,[MML2015] 5BZQ J0437-1844,69.256167,-18.746828,0.016666667,2.702,,714,18.8,,QSO RLOUD FLAT RADIO SP.,216.346519,-37.804636,0,,0.772
369,[MML2015] 5BZB J0219-1842,34.838167,-18.71075,0.016666667,,,302,19.4,,BL LAC,194.958387,-68.119715,0,,0.789
3402,[MML2015] 5BZU J2303-1841,345.762417,-18.6905,0.016666667,0.129,,861,15.5,5.15E-12,BLAZAR UNCERTAIN TYPE,45.895259,-63.71975,0,,0.487
705,[MML2015] 5BZQ J0450-1837,72.649583,-18.616778,0.016666667,2.05,?,439,19.4,,QSO RLOUD FLAT RADIO SP.,217.587005,-34.746706,0,,0.78
1644,[MML2015] 5BZB J1110-1835,167.615708,-18.597969,0.016666667,,,47,19.2,1.20E-13,BL LAC,272.008405,38.13624,0,8.00E-10,0.623
3258,[MML2015] 5BZQ J2206-1835,331.543417,-18.594078,0.016666667,0.619,,6399,18.5,8.00E-14,QSO RLOUD FLAT RADIO SP.,36.664256,-51.164974,545,,0.923
3321,[MML2015] 5BZQ J2235-1826,338.984,-18.436828,0.016666667,2.153,,112,20.9,,QSO RLOUD FLAT RADIO SP.,41.289426,-57.692948,0,,0.796
3046,[MML2015] 5BZQ J2005-1822,301.322,-18.367578,0.016666667,0.868,,737,18.2,4.20E-13,QSO RLOUD FLAT RADIO SP.,23.880957,-24.278506,483,,0.704
714,[MML2015] 5BZQ J0457-1819,74.476375,-18.321139,0.016666667,1.527,,57,17,,QSO RLOUD FLAT RADIO SP.,217.994573,-33.021838,0,,0.441
1626,[MML2015] 5BZQ J1105-1813,166.329667,-18.220358,0.016666667,0.578,,22,19.5,7.00E-14,QSO RLOUD FLAT RADIO SP.,270.42496,37.863052,0,,0.584
47,[MML2015] 5BZQ J0015-1812,3.760292,-18.214078,0.016666667,0.743,,387,19.6,4.80E-13,QSO RLOUD FLAT RADIO SP.,77.795022,-77.76406,0,,0.784
463,[MML2015] 5BZQ J0301-1812,45.278042,-18.204889,0.016666667,1.627,,108,18.8,,QSO RLOUD FLAT RADIO SP.,203.171074,-58.88574,0,,0.617
2434,[MML2015] 5BZU J1459-1810,224.869792,-18.179219,0.016666667,0.234,,106,13.1,3.35E-12,BLAZAR UNCERTAIN TYPE,340.913604,35.081162,0,,0.142
1068,[MML2015] 5BZQ J0812-1810,123.118792,-18.178558,0.016666667,2.973,,488,20.1,,QSO RLOUD FLAT RADIO SP.,238.564615,8.658036,0,,0.804
2712,[MML2015] 5BZQ J1644-1804,251.148958,-18.075689,0.016666667,1.007,,284,18.4,,QSO RLOUD FLAT RADIO SP.,1.001364,17.652058,0,,0.629
2349,[MML2015] 5BZQ J1432-1801,218.240333,-18.026439,0.016666667,2.331,,1013,18.4,,QSO RLOUD FLAT RADIO SP.,334.354196,38.572825,437,,0.755
2024,[MML2015] 5BZQ J1258-1800,194.659542,-18.000858,0.016666667,1.956,,359,20.6,,QSO RLOUD FLAT RADIO SP.,305.346447,44.837132,0,8.00E-10,0.864
266,[MML2015] 5BZB J0138-1754,24.548708,-17.903778,0.016666667,0.53,,17,19.8,1.30E-13,BL LAC,174.806918,-75.813745,0,,0.591
3297,[MML2015] 5BZB J2222-1753,335.724458,-17.889169,0.016666667,0.297,,5,18.5,1.55E-12,BL LAC,40.130063,-54.614699,0,,0.39
601,[MML2015] 5BZQ J0406-1749,61.550958,-17.83275,0.016666667,1.64,,633,18,,QSO RLOUD FLAT RADIO SP.,211.811123,-44.339371,0,,0.701
3014,[MML2015] 5BZQ J1938-1749,294.520667,-17.822328,0.016666667,0.903,,198,17.8,,QSO RLOUD FLAT RADIO SP.,21.729507,-18.108434,212,,0.577
1492,[MML2015] 5BZB J1026-1748,156.743792,-17.81625,0.016666667,0.267,?,12,16.6,2.14E-12,BL LAC,260.921668,33.022149,0,7.00E-10,0.19
3039,[MML2015] 5BZQ J2000-1748,300.237875,-17.816028,0.016666667,0.652,,550,16.8,1.45E-12,QSO RLOUD FLAT RADIO SP.,24.009816,-23.11564,1008,2.50E-09,0.659
1835,[MML2015] 5BZB J1207-1746,181.797917,-17.768328,0.016666667,,,4,19.6,2.84E-12,BL LAC CANDIDATE,288.258273,43.839147,0,,0.337
893,[MML2015] 5BZQ J0648-1744,102.118708,-17.734858,0.016666667,1.232,,1046,18.6,,QSO RLOUD FLAT RADIO SP.,228.508062,-8.618689,0,1.30E-09,0.678
2230,[MML2015] 5BZQ J1357-1744,209.27525,-17.733858,0.016666667,3.147,,1489,18,,QSO RLOUD FLAT RADIO SP.,324.308108,42.396024,0,,0.755
753,[MML2015] 5BZQ J0521-1737,80.348167,-17.625058,0.016666667,0.347,,459,17.8,2.10E-13,QSO RLOUD FLAT RADIO SP.,219.610301,-27.569015,0,5.00E-10,0.651
1725,[MML2015] 5BZB J1134-1729,173.686208,-17.483828,0.016666667,0.571,,5,19.2,1.68E-12,BL LAC,278.1395,41.666277,0,,0.351
367,[MML2015] 5BZB J0219-1725,34.772917,-17.420308,0.016666667,0.128,,62,17.1,7.30E-13,BL LAC,191.861507,-67.567038,0,4.00E-10,0.5
1777,[MML2015] 5BZQ J1151-1723,177.763292,-17.399939,0.016666667,1.751,,768,18,,QSO RLOUD FLAT RADIO SP.,283.024109,43.125401,0,,0.715
3219,[MML2015] 5BZQ J2148-1723,327.153292,-17.395558,0.016666667,2.13,,805,19.6,2.30E-13,QSO RLOUD FLAT RADIO SP.,36.098685,-46.837013,0,,0.847
2191,[MML2015] 5BZQ J1344-1723,206.06,-17.394558,0.016666667,2.49,,340,19.6,,QSO RLOUD FLAT RADIO SP.,320.466392,43.672116,0,5.00E-09,0.754
1681,[MML2015] 5BZQ J1121-1722,170.336708,-17.378,0.016666667,0.986,,44,16.8,,QSO RLOUD FLAT RADIO SP.,274.234628,40.420376,0,,0.417
1331,[MML2015] 5BZB J0934-1721,143.62575,-17.355828,0.016666667,,,29,17.5,3.08E-12,BL LAC,250.18063,24.749929,0,,0.341
1229,[MML2015] 5BZQ J0903-1721,135.750042,-17.351439,0.016666667,0.872,,143,18.7,,QSO RLOUD FLAT RADIO SP.,244.980191,18.984577,0,,0.64
1992,[MML2015] 5BZQ J1251-1717,192.810292,-17.286997,0.016666667,0.606,,163,18.6,3.80E-13,QSO RLOUD FLAT RADIO SP.,302.864808,45.584726,0,,0.656
821,[MML2015] 5BZQ J0603-1716,90.9905,-17.274497,0.016666667,2.711,,318,20,,QSO RLOUD FLAT RADIO SP.,223.522747,-18.071005,0,,0.749
849,[MML2015] 5BZG J0617-1715,94.389208,-17.256889,0.016666667,0.098,,364,14.1,1.10E-13,BL LAC-GALAXY DOMINATED,224.879986,-15.097431,0,1.40E-09,0.27
1041,[MML2015] 5BZU J0804-1712,121.140417,-17.201169,0.016666667,1.043,,287,17.3,,BLAZAR UNCERTAIN TYPE,236.719595,7.575634,0,,0.468
1735,[MML2015] 5BZB J1137-1710,174.481708,-17.178358,0.016666667,0.6,,5,19,2.18E-12,BL LAC,278.923629,42.240667,0,,0.323
3250,[MML2015] 5BZB J2201-1707,330.482625,-17.116747,0.016666667,0.169,,4,16.8,2.21E-12,BL LAC CANDIDATE,38.252273,-49.6889,0,,0.117
3322,[MML2015] 5BZB J2236-1706,339.039667,-17.106108,0.016666667,0.647,,309,19,,BL LAC,43.608093,-57.225699,0,,0.687
329,[MML2015] 5BZQ J0204-1701,31.24025,-17.022169,0.016666667,1.74,,1220,17.4,5.70E-13,QSO RLOUD FLAT RADIO SP.,185.992799,-70.231729,496,7.00E-10,0.719
3439,[MML2015] 5BZQ J2318-1659,349.547292,-16.991439,0.016666667,2.462,,191,19.7,,QSO RLOUD FLAT RADIO SP.,53.285138,-66.192271,0,,0.737
3315,[MML2015] 5BZQ J2232-1659,338.094,-16.983858,0.016666667,1.78,,535,20.3,,QSO RLOUD FLAT RADIO SP.,43.148112,-56.348818,0,,0.878
381,[MML2015] 5BZQ J0223-1656,35.932292,-16.943808,0.016666667,1.015,,241,18.3,2.00E-13,QSO RLOUD FLAT RADIO SP.,192.196216,-66.368392,0,,0.639
498,[MML2015] 5BZB J0315-1656,48.865292,-16.941578,0.016666667,,,284,19.4,,BL LAC,203.489614,-55.244259,0,,0.788
253,[MML2015] 5BZQ J0132-1654,23.181125,-16.913439,0.016666667,1.02,,830,18.6,2.70E-13,QSO RLOUD FLAT RADIO SP.,168.12381,-76.017711,791,2.10E-09,0.777
1964,[MML2015] 5BZB J1242-1653,190.585208,-16.884439,0.016666667,,,61,18.6,,BL LAC,299.802213,45.932021,0,,0.554
2460,[MML2015] 5BZQ J1507-1652,226.769958,-16.875078,0.016666667,0.876,,2711,18.8,5.60E-13,QSO RLOUD FLAT RADIO SP.,343.641225,35.060421,0,,0.876
188,[MML2015] 5BZQ J0110-1648,17.647958,-16.807689,0.016666667,0.78,,106,15.8,1.87E-12,QSO RLOUD FLAT RADIO SP.,147.153507,-78.768186,0,,0.365
13,[MML2015] 5BZQ J0005-1648,1.324708,-16.801308,0.016666667,0.78,,263,18.4,4.40E-13,QSO RLOUD FLAT RADIO SP.,74.614171,-75.148527,0,,0.686
528,[MML2015] 5BZB J0325-1646,51.421208,-16.771328,0.016666667,0.291,,27,16.3,2.72E-11,BL LAC CANDIDATE,204.866482,-52.928947,0,7.00E-10,0.233
3115,[MML2015] 5BZQ J2047-1639,311.831958,-16.651608,0.016666667,1.932,,745,17,,QSO RLOUD FLAT RADIO SP.,29.966712,-32.934871,0,,0.633
613,[MML2015] 5BZQ J0410-1636,62.7475,-16.602778,0.016666667,0.622,,184,16.8,5.00E-13,QSO RLOUD FLAT RADIO SP.,210.803828,-42.82717,0,,0.485
2207,[MML2015] 5BZG J1350-1634,207.650542,-16.580419,0.016666667,0.088,,109,14.3,1.20E-12,BL LAC-GALAXY DOMINATED,322.815929,43.995152,0,,0.261
695,[MML2015] 5BZB J0448-1632,72.156792,-16.545219,0.016666667,,,59,16.6,3.22E-12,BL LAC,215.034881,-34.433518,0,9.00E-10,0.329
3248,[MML2015] 5BZQ J2200-1632,330.228667,-16.542419,0.016666667,0.836,,240,20.5,,QSO RLOUD FLAT RADIO SP.,38.928137,-49.246155,0,,0.814
436,[MML2015] 5BZB J0248-1631,42.032167,-16.529558,0.016666667,,,520,19.7,,BL LAC,197.558792,-61.011151,0,,0.869
3519,[MML2015] 5BZQ J2348-1631,357.010833,-16.519997,0.016666667,0.576,,2642,18.1,1.29E-12,QSO RLOUD FLAT RADIO SP.,65.536824,-71.892267,1392,1.60E-09,0.831
2397,[MML2015] 5BZB J1445-1629,221.472417,-16.483778,0.016666667,,,396,20.1,,BL LAC,338.746183,38.301845,0,,0.865
1716,[MML2015] 5BZQ J1131-1628,172.903083,-16.475939,0.016666667,0.786,,57,20.3,,QSO RLOUD FLAT RADIO SP.,276.672892,42.289298,0,,0.718
36,[MML2015] 5BZG J0012-1628,3.141042,-16.468689,0.016666667,0.151,,94,15,9.00E-13,BL LAC-GALAXY DOMINATED,80.758674,-76.047397,0,,0.218
758,[MML2015] 5BZQ J0522-1627,80.686,-16.464558,0.016666667,1.297,,230,17.5,,QSO RLOUD FLAT RADIO SP.,218.540152,-26.83066,0,,0.571
2401,[MML2015] 5BZQ J1448-1620,222.062708,-16.340139,0.016666667,2.417,,1376,19.4,4.30E-13,QSO RLOUD FLAT RADIO SP.,339.449271,38.112017,0,,0.856
577,[MML2015] 5BZQ J0354-1616,58.60425,-16.272919,0.016666667,1.187,,244,18.5,,QSO RLOUD FLAT RADIO SP.,208.269163,-46.383568,0,,0.659
376,[MML2015] 5BZQ J0222-1615,35.503,-16.254578,0.016666667,0.698,,590,18.4,2.50E-13,QSO RLOUD FLAT RADIO SP.,190.193531,-66.374675,0,6.00E-10,0.705
2394,[MML2015] 5BZU J1445-1614,221.289917,-16.236308,0.016666667,0.496,?,108,18.6,3.20E-13,BLAZAR UNCERTAIN TYPE,338.729845,38.604733,0,,0.533
507,[MML2015] 5BZQ J0319-1613,49.773,-16.229639,0.016666667,1.618,,130,19.3,,QSO RLOUD FLAT RADIO SP.,202.967975,-54.161294,0,,0.676
569,[MML2015] 5BZB J0348-1610,57.163625,-16.171608,0.016666667,,,437,16.2,6.30E-13,BL LAC,207.352337,-47.621641,565,,0.504
3215,[MML2015] 5BZG J2147-1608,326.969542,-16.145219,0.016666667,0.104,,5,14.9,5.20E-13,BL LAC-GALAXY DOMINATED,37.688096,-46.20588,0,,-0.017
2988,[MML2015] 5BZB J1921-1607,290.46475,-16.120328,0.016666667,,,96,16.7,4.60E-13,BL LAC,21.697877,-13.872542,0,1.60E-09,0.351
3300,[MML2015] 5BZQ J2223-1607,335.9215,-16.118108,0.016666667,0.881,,194,19.2,,QSO RLOUD FLAT RADIO SP.,43.053129,-54.094224,0,,0.69
590,[MML2015] 5BZG J0401-1606,60.277667,-16.110828,0.016666667,0.032,,89,9.9,1.90E-13,BL LAC-GALAXY DOMINATED,208.933009,-44.836561,0,,-0.039
746,[MML2015] 5BZQ J0516-1603,79.066375,-16.052108,0.016666667,1.278,,911,16.7,2.70E-13,QSO RLOUD FLAT RADIO SP.,217.438362,-28.108194,0,,0.611
3009,[MML2015] 5BZQ J1935-1602,293.899167,-16.042328,0.016666667,1.46,,312,19.3,,QSO RLOUD FLAT RADIO SP.,23.185082,-16.84575,0,,0.709
347,[MML2015] 5BZU J0211-1558,32.957292,-15.971919,0.016666667,0.177,,95,17.1,7.50E-13,BLAZAR UNCERTAIN TYPE,186.143493,-68.279661,0,,0.456
3482,[MML2015] 5BZQ J2331-1556,352.911,-15.949169,0.016666667,1.153,,1335,19.6,1.80E-13,QSO RLOUD FLAT RADIO SP.,59.990761,-68.385312,0,6.00E-10,0.912
993,[MML2015] 5BZB J0746-1555,116.575958,-15.926308,0.016666667,,,423,19.2,2.70E-13,BL LAC,233.372987,4.462644,237,,0.612
3510,[MML2015] 5BZQ J2345-1555,356.301917,-15.918828,0.016666667,0.621,,226,18.5,7.20E-13,QSO RLOUD FLAT RADIO SP.,65.672758,-70.985139,322,4.20E-09,0.701
1738,[MML2015] 5BZQ J1139-1552,174.87325,-15.881028,0.016666667,2.625,,273,19.6,,QSO RLOUD FLAT RADIO SP.,278.726179,43.583442,0,,0.752
2,[MML2015] 5BZQ J0001-1551,0.272042,-15.851939,0.016666667,2.044,,348,18.1,,QSO RLOUD FLAT RADIO SP.,74.358633,-73.763923,0,,0.661
787,[MML2015] 5BZU J0539-1550,84.883333,-15.841747,0.016666667,0.947,?,599,16.6,6.80E-13,BLAZAR UNCERTAIN TYPE,219.636494,-22.874378,0,,0.49
2350,[MML2015] 5BZQ J1433-1548,218.339417,-15.812419,0.016666667,1.573,,492,22.8,5.70E-13,QSO RLOUD FLAT RADIO SP.,335.882978,40.449032,0,,1.08
2464,[MML2015] 5BZQ J1508-1548,227.148667,-15.808719,0.016666667,2.499,,292,19.7,6.00E-14,QSO RLOUD FLAT RADIO SP.,344.793971,35.681437,0,,0.748
3060,[MML2015] 5BZQ J2011-1546,302.815458,-15.777858,0.016666667,1.178,,547,16.8,1.72E-12,QSO RLOUD FLAT RADIO SP.,27.10982,-24.600745,567,,0.606
835,[MML2015] 5BZQ J0609-1542,92.420625,-15.711308,0.016666667,0.324,,2742,15.3,8.70E-13,QSO RLOUD FLAT RADIO SP.,222.611085,-16.182921,1663,,0.546
1028,[MML2015] 5BZQ J0756-1542,119.21125,-15.701497,0.016666667,1.42,,834,18.1,4.10E-13,QSO RLOUD FLAT RADIO SP.,234.462254,6.765789,0,,0.691
